X,Timestamp,ID,GENDER,AGE,DATE_OF_BIRTH,NATIONALITY,COUNTRY_OF_RESIDENCE,ENGLISH_FIRST_LENGUAGE,IF_NOT_ENGLISH_SPECIFY,HIGHEST_LEVEL_EDUCATION,OCCUPATION,DOMINANT_HAND,DO_YOU_DRIVE,CURRENTLY_LEARNING_DRIVE,CURRENTLY_HOLD_LEARNING_DRIVER_PERMIT,CURRENTLY_HOLD_FULL_DRIVING_LICENSE,RECEIVE_FULL_DRIVING_LICENSE,AGE_STARTED_DRIVING,AVERAGE_KM_MILEAGE_PER_YEAR,HAVE_PENALTY_POINTS,PENALTY_POINTS_FOR_WHAT,COLLISIONS_LAST_TWO_YEARS,HOW_MANY_COLLISIONS_LAST_TWO_YEARS,HOW_SERIOUS_COLLISIONS,FOR_HOW_MANY_WERE_CULPABLE,EVER_SMOKED,SMOKE_CURRENTLY,HOW_MANY_YEARS_SMOKING,HOW_MANY_CIGARETTES_PER_WEEK,EVER_DRANK_ALCOHOL,DRINK_CURRENTLY,HOW_MANY_YEARS_DRINKING,HOW_MUCH_UNITS_OF_ALCOHOL_PER_WEEK,PREVIOUSLY_DIAGNOSED_HEALTH_CONDITION_REQUIRING_SIGNIFICANT_LIFESTYLE_CHANGES.,CONSIDER_YOURSELF_RISKTAKER,DEAL_WITH_RISK_AND_UNCERTANTLY_DAILY_BASIS,Admitting.that.your.tastes.are.different.from.those.of.a.friend,Going.camping.in.the.wilderness,Betting.a.day.s.income.at.the.horse.races,Investing.10..of.your.annual.income.in.a.moderate.growth.mutual.fund,Drinking.heavily.at.a.social.function,Taking.some.questionable.deductions.on.your.income.tax.return,Disagreeing.with.an.authority.figure.on.a.major.issue,Betting.a.day.s.income.at.a.high.stake.poker.game,Having.an.affair.with.a.married.man.woman,Passing.off.someone.else.s.work.as.your.own,Going.down.a.ski.run.that.is.beyond.your.ability,Investing.5..of.your.annual.income.in.a.very.speculative.stock,Going.whitewater.rafting.at.hight.water.in.the.spring,Betting.a.day.s.income.on.the.outcome.of.a.sporting.event,Engaging.in.unprotected.sex,Revealing.a.friend.s.secret.to.someone.else,Driving.a.car.without.wearing.a.seat.belt,Investing.10..of.your.annual.income.in.a.new.business.venture,Taking.a.skydiving.class,Riding.a.motorcycle.without.a.helmet,Choosing.a.career.that.you.truly.enjoy.over.a.more.secure.one,Speaking.your.mind.about.an.unpopular.issue.in.a.meeting.at.work,Sunbathing.without.sunscreen,Bungee.jumping.off.a.tall.bridge,Piloting.a.small.plane,Walking.home.alone.at.night.in.an.unsafe.area.of.town,Moving.to.a.city.far.away.from.your.extended.family,Starting.a.new.career.in.your.mid.thirties,Leaving.your.young.children.alone.at.home.while.running.an.errand,Not.returning.a.wallet.you.found.that.contains....200,I.plan.tasks.carefully,I.do.things.without.thinking,I.make.up.my.mind.quickly,I.am.happy.go.lucky,I.don.t..pay.attention.,I.have..racing..thoughts,I.plan.trips.well.ahead.of.time,I.am.self.controlled,I.concentrate.easily,I.save.regularly,I..squirm..at.plays.or.lectures,I.am.a.careful.thinker,I.plan.for.job.security,I.say.things.without.thinking,I.like.to.think.about.complex.problems,I.change.jobs,I.act..on.impulse.,I.get.easily.bored.when.solving.thought.problems,I.act.on.the.spur.of.the.moment,I.am.a.steady.thinker,I.change.residences,I.buy.things.on.impulse,I.can.only.think.about.one.thing.at.a.time,I.change.hobbies,I.spend.or.charge.more.than.I.earn,I.often.have.extraneous.thoughts.when.thinking,I.am.more.interested.in.the.present.than.the.future,I.am.restless.at.the.theater.or.lectures,I.like.puzzles,I.am.future.oriented
218,5/29/13 12:08,62973,Female,20,3/14/93,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Study & Research,Right handed,Yes,No,No,Yes,2011,16,8057,No,NA,Yes,1,not serious,1,Yes,Yes,2,3,Yes,Yes,4,10,No,Yes,NA,6,7,3,4,5,4,6,3,1,4,6,4,6,3,4,2,5,4,5,5,6,5,5,7,3,5,6,6,3,2,3,3,1,3,2,2,4,3,3,3,2,3,3,1,3,4,3,2,4,3,3,NA,3,3,2,3,3,3,3,3
219,5/29/13 12:11,62975,Male,18,NA,Malawian,Malawi,No,NA,Secondary (Inter/Junior Cert),Study & Research,Right handed,No,Yes,No,No,NA,17,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,5/29/13 12:19,62976,Male,18,01/01/1995,Pakistan,Ireland,No,Pashto,Secondary (Inter/Junior Cert),Study & Research,Right handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA,5,1,1,1,2,2,2,1,4,4,1,1,5,1,1,5,5,1,1,6,2,2,7,1,1,7,7,7,5,2,3,3,2,4,2,2,3,4,3,4,1,2,2,2,2,3,3,3,2,2,4,NA,2,1,1,1,4,2,3,2
221,5/29/13 12:30,62970,Male,43,9/30/69,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),NA,Right handed,Yes,No,No,Yes,2002,24,15000,Yes,2,No,NA,NA,NA,Yes,No,NA,NA,Yes,No,NA,NA,No,No,No,5,5,6,1,1,4,6,5,1,1,1,1,6,6,6,6,1,1,2,3,7,6,1,1,4,5,1,7,1,1,3,3,4,4,3,3,4,1,2,4,1,1,1,1,3,NA,2,3,2,NA,1,NA,4,3,1,1,4,1,4,4
222,5/29/13 12:35,63629,Male,32,12/03/1980,German,Germany,No,German,Third Level (Cert/Diploma/General degree),Computer & IT,Right handed,Yes,No,No,Yes,2004,23,2000,No,NA,No,NA,NA,NA,Yes,No,1.5,NA,Yes,Yes,19,2,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,5/29/13 12:48,63630,Female,27,11/04/1985,German,Germany,No,German,Fourth Level,Engineering,Right handed,Yes,No,No,Yes,2003,18,15000,No,NA,No,NA,NA,NA,Yes,Yes,12,126,Yes,Yes,12,2,No,No,No,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,5/29/13 12:58,62968,Female,20,9/23/92,Irish,Ireland,Yes,NA,Third Level (Honours degree),Study & Research,Left handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,Yes,4,NA,No,No,No,7,5,1,1,2,1,3,1,1,1,4,1,4,1,6,6,3,1,7,3,5,5,3,2,1,1,4,5,2,1,3,2,1,3,4,2,4,3,2,2,1,1,3,1,3,1,1,2,1,2,1,NA,1,1,1,2,1,2,2,1
225,5/29/13 13:03,47137,Male,26,12/09/1986,Irish,Ireland,Yes,NA,Third Level (Honours degree),Accounting & Finance,Right handed,Yes,Yes,Yes,No,NA,24,NA,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,7,4,Yes,No,Yes,6,3,1,5,5,3,4,1,3,2,5,2,2,3,3,4,3,3,5,4,4,5,3,2,3,6,4,5,3,6,3,3,2,2,2,3,2,2,2,3,3,1,2,2,2,1,3,2,2,2,1,NA,1,1,1,3,3,3,2,3
226,5/29/13 13:20,62969,Female,18,2/20/95,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Study & Research,Right handed,No,Yes,No,No,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Yes,10,140,Yes,Yes,3,14,No,Yes,Yes,5,7,4,5,7,3,7,5,7,6,7,5,7,7,7,5,4,4,7,6,7,7,7,7,7,7,7,7,5,6,3,4,4,3,3,3,3,3,3,1,3,2,2,3,1,3,4,3,4,1,4,NA,2,4,4,4,2,3,1,1
227,5/29/13 13:40,31655,Female,59,7/22/53,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Art & Design,Right handed,Yes,NA,NA,Yes,1974,18,4000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,40,NA,No,No,No,5,1,4,1,3,3,4,1,2,3,4,2,1,3,4,3,1,5,1,4,5,5,2,2,1,3,3,7,1,4,2,1,2,3,2,4,2,1,3,3,2,2,3,2,2,3,2,2,2,2,3,NA,2,2,1,2,3,2,2,2
228,5/29/13 14:17,62987,Male,33,11/19/79,Irish,Ireland,Yes,NA,Third Level (Honours degree),Computer & IT,Left handed,Yes,No,No,Yes,2008,23,10000,No,NA,No,NA,NA,NA,Yes,No,12,140,Yes,Yes,16,8,No,Yes,No,7,6,5,4,6,6,7,5,1,2,6,5,6,5,6,4,2,6,7,2,5,6,5,6,7,6,7,6,3,4,1,1,2,2,3,4,2,1,1,2,1,2,2,1,1,2,2,1,2,3,1,NA,1,2,1,2,2,3,1,2
229,5/29/13 14:53,63807,Male,36,08/03/1976,American,USA,Yes,NA,Third Level (Honours degree),Writing,Right handed,Yes,No,No,Yes,1998,20,4000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,16,10,No,Yes,Yes,6,5,1,6,3,4,7,2,2,1,5,3,5,2,5,4,2,4,1,2,6,6,1,2,1,7,7,7,1,3,2,2,2,1,2,2,2,2,3,2,4,2,4,2,1,2,2,1,2,2,2,NA,4,2,2,2,3,3,1,3
230,5/29/13 15:08,63807,Male,36,08/03/1976,American,USA,Yes,NA,Third Level (Honours degree),Writing,Right handed,Yes,No,No,Yes,1998,20,4000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,16,10,No,Yes,Yes,6,5,1,6,3,4,7,2,2,1,5,3,5,2,5,4,2,4,1,2,6,6,1,2,1,7,7,7,1,3,2,2,2,1,2,2,2,2,3,2,4,2,4,2,1,2,2,1,2,2,2,NA,4,2,2,2,3,3,1,3
231,5/29/13 16:55,62964,Male,20,5/22/92,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Study & Research,Right handed,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,3,1,No,No,No,6,2,1,1,6,1,5,1,1,2,2,2,1,1,2,3,1,3,2,1,6,5,4,1,1,6,5,4,2,2,1,2,1,3,3,3,1,1,2,1,2,1,1,3,2,1,2,1,1,1,2,NA,1,4,2,3,2,3,1,2
232,5/29/13 17:20,62961,Male,21,1/17/93,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),NA,Left handed,Yes,No,No,Yes,2010,18,NA,No,NA,No,NA,NA,NA,Yes,Yes,3,20,Yes,Yes,5,8,No,No,No,7,2,1,4,7,2,3,2,4,1,3,2,1,1,2,2,1,4,7,2,5,5,2,5,6,6,6,4,1,4,3,2,2,1,3,2,4,2,3,4,1,2,4,2,1,2,3,1,2,2,2,NA,1,2,2,2,3,1,2,4
233,5/30/13 11:29,63838,Female,28,6/21/84,Irish,Ireland,NA,NA,NA,Study & Research,Right handed,Yes,NA,NA,Yes,2009,24,NA,No,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,Yes,10,5,No,No,No,5,5,1,3,3,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,1,3,3,1,7,1,1,2,2,2,4,1,4,2,3,3,4,1,2,2,4,2,2,2,1,2,2,1,NA,1,4,3,2,2,1,3,1
234,5/30/13 12:13,63830,Female,34,4/28/79,German,Ireland,No,German,Third Level (Cert/Diploma/General degree),Customer Services,Right handed,Yes,No,No,Yes,2011,32,NA,No,NA,No,NA,NA,NA,Yes,Yes,15,2,Yes,Yes,15,6,No,No,No,5,3,1,4,2,3,5,1,3,3,1,1,5,1,5,NA,4,1,5,4,1,7,6,4,5,6,7,7,4,7,3,2,3,3,1,NA,3,1,2,4,2,1,2,2,1,2,2,3,2,2,3,NA,3,2,3,1,2,1,3,2
235,5/30/13 14:21,63827,Male,34,1/15/79,Polish,Ireland,No,Polish,Third Level (Cert/Diploma/General degree),Computer & IT,Right handed,Yes,No,No,Yes,2006,27,20000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,5,14,No,Yes,No,5,7,2,4,2,3,3,5,1,1,3,4,5,2,1,1,2,5,1,6,2,4,6,2,1,7,7,7,1,1,2,2,1,2,2,4,1,2,2,4,2,2,1,2,2,3,2,3,2,2,4,NA,1,1,2,2,2,3,2,2
236,5/30/13 15:25,63829,Male,29,02/04/1984,French,Ireland,No,French,Fourth Level,Computer & IT,Right handed,Yes,No,No,Yes,2002,16,2000,No,NA,NA,NA,NA,NA,Yes,No,2,20,Yes,Yes,14,6,No,No,No,5,5,5,6,5,4,3,7,5,2,6,5,2,6,5,3,1,4,6,1,7,5,2,4,2,7,7,7,2,4,4,3,4,4,2,2,1,1,1,3,2,4,4,3,2,4,4,2,4,3,4,NA,1,3,2,4,4,2,4,4
237,5/30/13 15:46,63826,Male,27,12/09/1985,Irish,Ireland,Yes,NA,Third Level (Honours degree),Office Work,Right handed,Yes,No,No,Yes,2005,17,10000,No,NA,NA,NA,NA,NA,Yes,Yes,11,70,Yes,Yes,11,10,No,No,No,6,5,1,2,5,1,5,1,2,1,3,2,1,1,1,1,1,2,3,1,7,6,5,3,3,5,6,6,1,3,1,2,3,2,1,1,1,1,1,1,1,1,3,2,3,2,2,3,2,1,2,NA,NA,2,NA,1,2,2,4,1
238,5/30/13 16:13,63825,Male,25,05/12/1988,Irish,Ireland,Yes,NA,Third Level (Honours degree),Computer & IT,Right handed,No,No,NA,,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Yes,7,40,Yes,Yes,9,25,No,Yes,No,7,7,4,1,6,3,6,6,7,2,7,1,7,7,7,1,2,3,7,7,7,7,3,5,7,6,7,6,1,1,3,3,4,2,3,1,4,3,1,4,2,3,3,1,1,4,4,1,4,3,4,NA,2,4,3,2,3,1,1,1
239,5/30/13 16:35,62963,Male,21,1/31/92,British,Ireland,Yes,NA,Secondary (Leaving Cert),Study & Research,Right handed,No,No,No,No,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,No,NA,0,Yes,Yes,NA,5,No,Yes,Yes,6,6,1,6,6,5,5,2,5,4,5,2,5,1,1,2,1,5,7,2,7,5,7,6,6,7,7,7,4,5,2,2,3,4,3,2,1,1,2,1,2,2,1,4,1,2,4,1,4,2,4,NA,3,4,3,3,4,2,1,3
240,5/30/13 17:01,62940,Female,33,1/15/80,Irish,Ireland,Yes,NA,Third Level (Honours degree),Study & Research,Right handed,Yes,No,NA,Yes,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Yes,10,20,Yes,Yes,15,5,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,5/30/13 17:15,62958,Male,28,8/29/84,Irish,Ireland,Yes,NA,Fourth Level,NA,Right handed,No,No,No,No,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Yes,6,25,No,No,NA,NA,No,Yes,Yes,7,4,2,5,1,4,7,2,4,1,1,6,3,2,2,1,1,6,2,2,5,6,NA,5,2,2,7,6,1,1,2,4,3,3,3,4,2,3,4,1,1,3,3,4,1,3,4,3,3,3,2,NA,2,2,1,4,2,3,3,3
242,5/30/13 17:40,63022,Male,24,02/06/1988,Irish,Ireland,Yes,NA,Third Level (Honours degree),Unemployed,Right handed,Yes,Yes,No,No,NA,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,10,10,No,No,No,7,6,1,3,6,4,5,4,4,1,5,3,5,2,5,2,1,1,5,5,5,5,1,4,5,7,7,5,7,4,3,2,3,1,1,1,3,3,2,4,2,2,2,1,3,2,3,2,3,2,3,NA,3,3,1,3,3,3,3,3
243,5/30/13 17:40,62951,Female,22,11/11/1990,Irish,Ireland,Yes,NA,Third Level (Honours degree),NA,Right handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,Yes,NA,4,No,No,No,7,3,3,4,5,2,5,1,1,1,2,2,2,3,1,2,1,3,5,1,5,5,2,3,2,3,2,5,1,1,1,2,2,1,1,2,3,2,1,4,1,1,3,3,2,1,2,1,2,1,1,NA,2,1,4,2,2,1,1,3
244,5/30/13 18:34,63020,Female,20,01/11/1993,South Korean,Bulgaria,No,Korean,Third Level (Honours degree),Study & Research,Right handed,Yes,No,No,Yes,2012,19,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,3.5,NA,No,Yes,Yes,4,2,1,2,1,2,5,1,1,4,1,1,1,1,1,1,2,1,1,1,2,5,1,1,1,6,1,2,2,5,1,2,2,2,2,3,3,3,3,3,2,2,2,2,2,1,3,3,3,4,1,NA,2,2,2,4,2,2,4,2
245,5/31/13 11:11,63447,Female,26,1/22/87,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Unemployed,Left handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,10,5,No,Yes,No,7,7,1,1,6,3,5,1,2,2,5,1,6,1,2,3,5,1,3,7,7,6,5,3,6,6,7,7,4,1,3,3,4,4,3,1,1,2,2,2,2,3,4,3,1,3,4,4,3,2,4,NA,1,2,1,3,4,2,3,3
246,5/31/13 11:19,63442,Female,20,08/06/1992,Czech,Czech Republic,No,Czech,Third Level (Cert/Diploma/General degree),NA,Right handed,Yes,No,Yes,Yes,2011,18,NA,No,NA,No,NA,NA,NA,Yes,Yes,1,2,Yes,Yes,5,NA,No,Yes,No,6,7,2,4,5,4,5,2,5,2,5,4,6,2,5,3,2,4,7,2,6,6,7,7,7,6,2,7,2,4,3,3,2,3,3,2,4,3,3,3,3,3,3,3,4,2,2,2,3,2,2,NA,2,2,2,4,4,2,4,3
247,5/31/13 11:25,63446,Male,74,08/02/1939,Japanese,Japan,No,Japanese,Third Level (Honours degree),NA,Left handed,Yes,Yes,Yes,Yes,1998,20,10000,No,NA,No,NA,NA,NA,No,No,NA,NA,No,NA,NA,NA,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,5/31/13 11:35,63440,Male,35,02/09/1978,Italian,Italy,No,Italian,Third Level (Honours degree),Office Work,Right handed,Yes,No,No,Yes,1996,18,2000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,25,16,No,No,No,6,6,2,2,3,4,3,2,4,3,1,1,4,4,2,3,4,5,4,2,6,5,4,2,6,5,4,2,6,2,2,1,2,3,1,1,2,2,1,2,4,3,2,3,4,3,2,1,1,4,2,NA,2,1,2,1,1,2,4,3
249,5/31/13 11:44,63437,Male,78,3/21/35,Irish,Ireland,Yes,NA,NA,Pensioner,Left handed,Yes,No,No,Yes,1964,29,3000,No,NA,No,NA,NA,NA,Yes,No,NA,35,Yes,Yes,35,10,Yes,Yes,Yes,7,1,1,1,1,1,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,5/31/13 12:17,63441,Male,37,1/28/76,Irish,Ireland,Yes,NA,Fourth Level,Archivist,Right handed,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,No,NA,NA,Yes,No,No,7,1,1,2,1,1,7,1,5,1,1,1,1,2,1,5,1,1,1,7,7,5,1,1,1,5,5,7,NA,7,1,3,2,1,4,4,1,1,2,4,4,2,1,2,2,1,3,1,4,1,4,NA,4,1,4,4,4,4,3,4
251,5/31/13 13:45,63439,Male,33,11/06/1979,Turkish,Ireland,No,Turkish,Fourth Level,Office Work,Right handed,Yes,No,No,Yes,1998,18,2000,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Yes,15,3,No,No,No,4,2,1,5,4,1,1,1,4,2,5,2,3,1,5,2,2,6,4,3,4,4,6,1,1,5,7,7,2,2,3,2,3,3,1,2,2,2,2,3,2,2,2,2,2,1,3,2,1,2,2,NA,2,2,2,2,3,2,2,3
252,5/31/13 13:48,63433,Male,30,NA,Irish,Ireland,Yes,NA,Third Level (Honours degree),Self Employed,Right handed,Yes,NA,NA,Yes,2000,17,10000,No,NA,NA,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,13,12,No,Yes,Yes,6,4,6,1,4,1,1,6,5,1,3,2,3,3,1,2,1,5,7,6,2,6,6,6,5,2,6,4,1,1,2,2,3,3,1,3,4,2,2,3,1,2,4,2,2,2,2,1,2,2,2,NA,2,2,2,2,2,2,1,3
253,5/31/13 13:57,63690,Female,25,3/13/88,Irish,Ireland,Yes,NA,Third Level (Honours degree),Study & Research,Right handed,Yes,No,No,Yes,2007,17,10000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,9,NA,No,Yes,Yes,7,5,1,4,2,4,2,5,1,1,5,5,5,1,7,2,1,4,7,1,4,5,6,1,7,2,7,5,1,1,2,2,1,3,2,2,2,2,3,3,1,2,2,1,1,1,1,2,2,2,1,NA,1,1,2,2,2,2,1,2
254,5/31/13 14:05,63718,Female,61,4/19/52,American,USA,Yes,NA,Third Level (Cert/Diploma/General degree),NA,Right handed,Yes,No,No,Yes,1968,16,200,No,NA,Yes,1,not,0,Yes,No,18,175,Yes,Yes,40,14,No,Yes,No,7,5,3,4,1,2,6,1,1,1,2,2,4,1,1,1,1,4,3,1,7,6,1,5,5,2,7,7,1,1,2,2,2,4,2,1,2,2,2,3,1,2,3,2,2,2,2,2,2,2,1,NA,2,3,3,4,4,2,2,3
255,5/31/13 14:13,63714,Female,27,9/22/85,Singaporean,Singapore,Yes,NA,Third Level (Honours degree),Medical,Right handed,Yes,No,No,Yes,2007,22,72000,Yes,parking,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,NA,0.25,No,Yes,Yes,4,7,1,5,2,1,7,1,5,1,1,5,5,1,5,5,1,5,7,5,5,6,5,6,7,5,5,5,5,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,1,1,NA,2,2,1,1,2,2,3,3
256,5/31/13 14:41,63717,Female,18,05/02/1995,American,USA,Yes,NA,Third Level (Honours degree),Study & Research,Right handed,Yes,No,No,Yes,2012,16,800,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,2,6,No,No,No,5,6,1,5,5,3,6,2,1,2,5,3,5,1,5,2,1,2,5,1,7,7,1,4,2,1,6,4,3,1,1,3,1,2,3,2,1,2,4,3,2,2,3,2,1,2,2,1,2,3,1,NA,1,4,3,4,2,2,1,1
257,5/31/13 15:17,63712,Male,20,04/11/1993,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Study & Research,Right handed,Yes,No,No,Yes,NA,18,600,No,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,Yes,3,8,No,No,No,3,6,1,4,3,3,2,1,2,3,4,4,5,1,4,2,1,1,6,1,7,4,5,6,6,5,3,4,2,2,2,2,2,2,3,2,2,2,4,2,1,2,3,2,2,3,3,2,3,3,3,NA,1,2,1,2,2,1,2,2
258,5/31/13 15:30,63689,Male,24,9/23/88,Irish,Ireland,Yes,NA,Third Level (Honours degree),Engineering,Right handed,Yes,NA,NA,Yes,2010,18,1000,Yes,speeding,Yes,1,Minor,1,Yes,No,NA,NA,Yes,Yes,8,10,No,Yes,Yes,5,4,2,5,7,NA,6,5,1,3,6,2,5,6,1,5,1,2,7,2,6,6,5,6,7,6,7,6,7,6,1,4,3,3,2,3,1,1,3,2,4,2,2,3,1,2,3,3,3,2,2,NA,1,2,3,3,2,3,2,2
259,5/31/13 15:33,63711,Male,20,05/02/1993,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Study & Research,Right handed,No,Yes,Yes,No,NA,18,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,Yes,4,NA,No,No,Yes,7,7,1,6,6,4,6,1,1,2,5,4,6,1,1,3,2,4,6,2,6,5,3,6,3,5,6,4,4,5,2,1,3,2,2,3,2,1,1,2,3,1,2,2,1,2,2,2,2,1,4,NA,4,3,2,4,2,3,2,3
260,5/31/13 15:34,63688,Female,21,5/23/92,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Study & Research,Right handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,No,NA,NA,No,No,No,7,5,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,5,1,NA,5,3,3,2,3,7,4,2,2,3,2,1,2,2,3,2,1,2,2,1,1,2,NA,2,1,2,1,2,2,2,NA,NA,2,1,3,3,1,1,2
261,5/31/13 15:58,63748,Male,55,4/16/57,British,NA,Yes,NA,Fourth Level,Teaching,Right handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,40,NA,No,No,No,7,3,1,1,2,1,7,1,3,1,1,1,1,1,1,2,1,1,1,1,5,7,3,2,1,6,4,6,4,3,2,2,3,2,2,3,1,2,2,4,2,2,1,2,1,2,2,2,2,2,1,NA,2,2,3,4,4,2,3,2
262,5/31/13 17:41,63746,Female,30,3/13/83,Irish,UK,Yes,NA,Third Level (Honours degree),Writing,Right handed,Yes,No,No,Yes,NA,28,NA,No,NA,NA,NA,NA,NA,Yes,No,10,NA,Yes,Yes,13,4,No,No,No,3,5,1,1,7,1,1,1,1,1,2,1,5,3,1,1,2,1,5,1,7,1,5,1,1,5,7,7,1,1,1,1,2,3,1,2,1,1,2,2,2,1,3,1,4,3,3,4,2,3,3,NA,4,4,2,2,2,2,4,2
263,5/31/13 18:01,63745,Male,33,11/30/79,American,USA,Yes,NA,Fourth Level,Librarian,Right handed,Yes,No,No,Yes,NA,16,NA,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,13,4,No,No,Yes,6,7,1,5,6,2,7,1,1,1,2,4,4,1,1,1,5,4,2,1,7,5,1,1,5,6,7,7,1,1,2,2,1,4,1,2,3,3,1,3,1,1,2,1,2,3,2,1,2,2,4,NA,2,4,2,2,2,1,1,3
264,5/31/13 18:37,63747,Female,47,11/06/1965,Irish,UK,Yes,NA,Fourth Level,Study & Research,Left handed,Yes,No,No,Yes,NA,33,NA,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,20,7,No,No,No,7,2,3,4,1,5,2,1,1,1,2,4,3,1,2,1,3,1,4,4,7,7,7,4,1,5,7,5,3,4,2,2,2,3,2,2,3,3,1,1,2,2,2,2,1,2,2,1,2,3,1,NA,2,2,1,2,3,1,2,3
